"[run number]","SCENARIO","Nombre-de-cas-au-départ","R0-fixé","probability-asymptomatic-infection","[step]","MaxI%","nb-non-S%","epidemic-duration-final"
"1616","Laisser-faire","10","1","0.3","161","0.8999999999999999","1.0999999999999999","40"
"1619","Laisser-faire","10","1","0.3","140","0.5","0.5499999999999999","35"
"1617","Laisser-faire","10","1","0.3","154","0.7000000000000001","0.8","39"
"1622","Laisser-faire","10","1","0.3","117","0.65","0.65","29"
"1614","Laisser-faire","10","1","0.3","217","0.5499999999999999","0.75","54"
"1623","Laisser-faire","10","1","0.3","191","0.5499999999999999","0.7000000000000001","48"
"1626","Laisser-faire","10","1","0.3","142","0.8","0.8999999999999999","36"
"1628","Laisser-faire","10","1","0.3","132","0.6","0.65","33"
"1627","Laisser-faire","10","1","0.3","160","0.8","0.8999999999999999","40"
"1631","Laisser-faire","10","1","0.3","128","0.7000000000000001","0.75","32"
"1621","Laisser-faire","10","1","0.3","226","0.6","1","57"
"1630","Laisser-faire","10","1","0.3","141","0.65","0.8","35"
"1632","Laisser-faire","10","1","0.3","136","0.65","0.7000000000000001","34"
"1629","Laisser-faire","10","1","0.3","160","0.6","0.8","40"
"1625","Laisser-faire","10","1","0.3","204","0.6","0.8","51"
"1611","Laisser-faire","10","1","0.3","363","0.95","2.35","91"
"1634","Laisser-faire","10","1","0.3","116","0.7000000000000001","0.7000000000000001","29"
"1624","Laisser-faire","10","1","0.3","279","0.8999999999999999","1.55","70"
"1637","Laisser-faire","10","1","0.3","117","0.7000000000000001","0.7000000000000001","29"
"1554","Laisser-faire","10","1","0.1","911","17.349999999999998","69","228"
"1642","Laisser-faire","10","1","0.3","124","0.7000000000000001","0.7000000000000001","31"
"1633","Laisser-faire","10","1","0.3","258","0.6","0.8500000000000001","65"
"1636","Laisser-faire","10","1","0.3","181","0.65","1.25","45"
"1644","Laisser-faire","10","1","0.3","146","0.5","0.6","37"
"1643","Laisser-faire","10","1","0.3","150","0.8999999999999999","1.05","38"
"1635","Laisser-faire","10","1","0.3","204","0.7000000000000001","1.55","51"
"1640","Laisser-faire","10","1","0.3","173","0.7000000000000001","0.8999999999999999","43"
"1620","Laisser-faire","10","1","0.3","402","0.65","2.15","101"
"1641","Laisser-faire","10","1","0.3","174","0.5499999999999999","0.8500000000000001","44"
"1645","Laisser-faire","10","1","0.3","121","0.75","0.75","30"
"1650","Laisser-faire","10","1","0.3","104","0.5499999999999999","0.5499999999999999","26"
"1638","Laisser-faire","10","1","0.3","248","0.8500000000000001","1.4500000000000002","62"
"1639","Laisser-faire","10","1","0.3","248","0.5499999999999999","0.8999999999999999","62"
"1647","Laisser-faire","10","1","0.3","173","0.7000000000000001","1","43"
"1648","Laisser-faire","10","1","0.3","168","0.65","0.75","42"
"1656","Laisser-faire","10","1","0.3","121","0.7000000000000001","0.7000000000000001","30"
"1653","Laisser-faire","10","1","0.3","136","0.7000000000000001","0.8","34"
"1652","Laisser-faire","10","1","0.3","146","0.75","0.8","37"
"1655","Laisser-faire","10","1","0.3","132","0.75","0.8500000000000001","33"
"1658","Laisser-faire","10","1","0.3","140","0.6","0.75","35"
"1651","Laisser-faire","10","1","0.3","189","0.8","1.15","47"
"1649","Laisser-faire","10","1","0.3","201","0.65","0.8500000000000001","50"
"1654","Laisser-faire","10","1","0.3","192","0.7000000000000001","0.8999999999999999","48"
"1662","Laisser-faire","10","1","0.3","103","0.5499999999999999","0.5499999999999999","26"
"1657","Laisser-faire","10","1","0.3","200","0.65","0.8999999999999999","50"
"1665","Laisser-faire","10","1","0.3","93","0.5499999999999999","0.5499999999999999","23"
"1668","Laisser-faire","10","1","0.3","84","0.5499999999999999","0.5499999999999999","21"
"1659","Laisser-faire","10","1","0.3","184","0.7000000000000001","0.75","46"
"1580","Laisser-faire","10","1","0.1","896","39.800000000000004","72.2","224"
"1664","Laisser-faire","10","1","0.3","143","0.6","0.65","36"
"1661","Laisser-faire","10","1","0.3","208","0.8","1.5","52"
"1667","Laisser-faire","10","1","0.3","156","0.5499999999999999","1.0999999999999999","39"
"1663","Laisser-faire","10","1","0.3","172","0.7000000000000001","1","43"
"1646","Laisser-faire","10","1","0.3","347","0.8","2","87"
"1669","Laisser-faire","10","1","0.3","136","0.8","0.95","34"
"1660","Laisser-faire","10","1","0.3","234","0.6","1.3","59"
"1666","Laisser-faire","10","1","0.3","188","0.75","1","47"
"1672","Laisser-faire","10","1","0.3","129","0.5499999999999999","0.6","32"
"1671","Laisser-faire","10","1","0.3","133","0.6","0.7000000000000001","33"
"1675","Laisser-faire","10","1","0.3","116","0.6","0.6","29"
"1678","Laisser-faire","10","1","0.3","116","0.7000000000000001","0.7000000000000001","29"
"1674","Laisser-faire","10","1","0.3","168","0.8999999999999999","1.05","42"
"1673","Laisser-faire","10","1","0.3","192","0.7000000000000001","1.15","48"
"1676","Laisser-faire","10","1","0.3","156","0.75","0.8999999999999999","39"
"1670","Laisser-faire","10","1","0.3","242","0.8","1.4000000000000001","61"
"1677","Laisser-faire","10","1","0.3","164","0.7000000000000001","0.75","41"
"1682","Laisser-faire","10","1","0.3","140","0.65","0.75","35"
"1681","Laisser-faire","10","1","0.3","156","0.65","0.8500000000000001","39"
"1687","Laisser-faire","10","1","0.3","124","0.65","0.65","31"
"1686","Laisser-faire","10","1","0.3","132","0.75","0.8","33"
"1684","Laisser-faire","10","1","0.3","154","0.65","0.8999999999999999","39"
"1685","Laisser-faire","10","1","0.3","160","0.95","1.0999999999999999","40"
"1679","Laisser-faire","10","1","0.3","199","0.6","1","50"
"1693","Laisser-faire","10","1","0.3","81","0.6","0.6","20"
"1680","Laisser-faire","10","1","0.3","201","0.65","0.95","50"
"1688","Laisser-faire","10","1","0.3","167","0.7000000000000001","0.8","42"
"1690","Laisser-faire","10","1","0.3","139","0.5499999999999999","0.65","35"
"1695","Laisser-faire","10","1","0.3","128","0.5","0.5499999999999999","32"
"1683","Laisser-faire","10","1","0.3","264","0.8","1.25","66"
"1702","Laisser-faire","10","1","0.8","100","0.5499999999999999","0.5499999999999999","25"
"1700","Laisser-faire","10","1","0.3","116","0.7000000000000001","0.7000000000000001","29"
"1701","Laisser-faire","10","1","0.8","108","0.6","0.6","27"
"1692","Laisser-faire","10","1","0.3","202","1.05","1.4000000000000001","51"
"1697","Laisser-faire","10","1","0.3","179","0.65","0.95","45"
"1698","Laisser-faire","10","1","0.3","172","0.6","0.7000000000000001","43"
"1704","Laisser-faire","10","1","0.8","112","0.75","0.75","28"
"1696","Laisser-faire","10","1","0.3","188","0.65","0.8999999999999999","47"
"1694","Laisser-faire","10","1","0.3","213","0.7000000000000001","1.4000000000000001","53"
"1703","Laisser-faire","10","1","0.8","155","0.65","0.8999999999999999","39"
"1691","Laisser-faire","10","1","0.3","232","0.6","1.0999999999999999","58"
"1705","Laisser-faire","10","1","0.8","137","0.6","0.65","34"
"1699","Laisser-faire","10","1","0.3","204","0.7000000000000001","1.05","51"
"1706","Laisser-faire","10","1","0.8","130","0.7000000000000001","0.75","33"
"1709","Laisser-faire","10","1","0.8","118","0.75","0.75","30"
"1708","Laisser-faire","10","1","0.8","128","0.7000000000000001","0.75","32"
"1710","Laisser-faire","10","1","0.8","136","0.6","0.65","34"
"1712","Laisser-faire","10","1","0.8","122","0.6","0.6","31"
"1715","Laisser-faire","10","1","0.8","124","0.7000000000000001","0.7000000000000001","31"
"1718","Laisser-faire","10","1","0.8","128","0.65","0.7000000000000001","32"
"1717","Laisser-faire","10","1","0.8","132","0.5499999999999999","0.6","33"
"1719","Laisser-faire","10","1","0.8","120","0.5499999999999999","0.5499999999999999","30"
"1720","Laisser-faire","10","1","0.8","123","0.6","0.6","31"
"1723","Laisser-faire","10","1","0.8","86","0.5499999999999999","0.5499999999999999","22"
"1689","Laisser-faire","10","1","0.3","384","0.65","1.7999999999999998","96"
"1714","Laisser-faire","10","1","0.8","172","0.7000000000000001","0.75","43"
"1721","Laisser-faire","10","1","0.8","134","0.8","0.8500000000000001","34"
"1711","Laisser-faire","10","1","0.8","205","0.6","1","51"
"1722","Laisser-faire","10","1","0.8","136","0.6","0.65","34"
"1726","Laisser-faire","10","1","0.8","113","0.6","0.6","28"
"1724","Laisser-faire","10","1","0.8","140","0.7000000000000001","0.8","35"
"1716","Laisser-faire","10","1","0.8","223","0.75","1.35","56"
"1725","Laisser-faire","10","1","0.8","140","0.75","0.8","35"
"1728","Laisser-faire","10","1","0.8","129","0.5499999999999999","0.6","32"
"1729","Laisser-faire","10","1","0.8","130","0.65","0.7000000000000001","33"
"1731","Laisser-faire","10","1","0.8","116","0.5499999999999999","0.5499999999999999","29"
"1727","Laisser-faire","10","1","0.8","144","0.6","0.7000000000000001","36"
"1730","Laisser-faire","10","1","0.8","132","0.7000000000000001","0.75","33"
"1713","Laisser-faire","10","1","0.8","285","0.5499999999999999","1.05","71"
"1732","Laisser-faire","10","1","0.8","132","0.7000000000000001","0.75","33"
"1733","Laisser-faire","10","1","0.8","140","0.65","0.8","35"
"1735","Laisser-faire","10","1","0.8","120","0.7000000000000001","0.7000000000000001","30"
"1734","Laisser-faire","10","1","0.8","143","0.5499999999999999","0.75","36"
"1743","Laisser-faire","10","1","0.8","82","0.5499999999999999","0.5499999999999999","21"
"1737","Laisser-faire","10","1","0.8","130","0.65","0.75","33"
"1747","Laisser-faire","10","1","0.8","72","0.5","0.5","18"
"1742","Laisser-faire","10","1","0.8","92","0.6","0.6","23"
"1738","Laisser-faire","10","1","0.8","158","0.65","0.8999999999999999","40"
"1744","Laisser-faire","10","1","0.8","109","0.5499999999999999","0.5499999999999999","27"
"1749","Laisser-faire","10","1","0.8","83","0.5499999999999999","0.5499999999999999","21"
"1739","Laisser-faire","10","1","0.8","156","0.65","0.75","39"
"1707","Laisser-faire","10","1","0.8","405","0.8","2.25","101"
"1746","Laisser-faire","10","1","0.8","124","0.8999999999999999","0.8999999999999999","31"
"1736","Laisser-faire","10","1","0.8","202","0.75","1.15","51"
"1741","Laisser-faire","10","1","0.8","143","0.7000000000000001","0.8","36"
"1745","Laisser-faire","10","1","0.8","142","0.65","0.7000000000000001","36"
"1740","Laisser-faire","10","1","0.8","197","0.5","0.7000000000000001","49"
"1760","Laisser-faire","10","1","0.8","72","0.5","0.5","18"
"1752","Laisser-faire","10","1","0.8","128","0.5","0.5499999999999999","32"
"1748","Laisser-faire","10","1","0.8","172","0.5499999999999999","0.65","43"
"1753","Laisser-faire","10","1","0.8","124","0.7000000000000001","0.7000000000000001","31"
"1750","Laisser-faire","10","1","0.8","152","0.8","0.8999999999999999","38"
"1758","Laisser-faire","10","1","0.8","113","0.5499999999999999","0.5499999999999999","28"
"1757","Laisser-faire","10","1","0.8","117","0.65","0.65","29"
"1756","Laisser-faire","10","1","0.8","138","0.5499999999999999","0.65","35"
"1751","Laisser-faire","10","1","0.8","172","0.8999999999999999","1.4000000000000001","43"
"1764","Laisser-faire","10","1","0.8","106","0.8500000000000001","0.8500000000000001","27"
"1759","Laisser-faire","10","1","0.8","154","0.75","1.0999999999999999","39"
"1755","Laisser-faire","10","1","0.8","164","0.65","1","41"
"1761","Laisser-faire","10","1","0.8","152","0.5499999999999999","0.65","38"
"1763","Laisser-faire","10","1","0.8","140","0.65","0.75","35"
"1766","Laisser-faire","10","1","0.8","100","0.5499999999999999","0.5499999999999999","25"
"1765","Laisser-faire","10","1","0.8","100","0.65","0.65","25"
"1762","Laisser-faire","10","1","0.8","166","0.6","1.05","42"
"1768","Laisser-faire","10","1","0.8","120","0.6","0.6","30"
"1772","Laisser-faire","10","1","0.8","89","0.5499999999999999","0.5499999999999999","22"
"1775","Laisser-faire","10","1","0.8","92","0.5499999999999999","0.5499999999999999","23"
"1754","Laisser-faire","10","1","0.8","274","0.7000000000000001","1.4000000000000001","69"
"1767","Laisser-faire","10","1","0.8","172","0.7000000000000001","0.75","43"
"1773","Laisser-faire","10","1","0.8","148","0.5","0.7000000000000001","37"
"1774","Laisser-faire","10","1","0.8","129","0.5","0.5499999999999999","32"
"1771","Laisser-faire","10","1","0.8","169","0.5499999999999999","0.65","42"
"1779","Laisser-faire","10","1","0.8","125","0.6","0.6","31"
"1770","Laisser-faire","10","1","0.8","192","0.5","0.75","48"
"1780","Laisser-faire","10","1","0.8","129","0.5","0.5499999999999999","32"
"1782","Laisser-faire","10","1","0.8","117","0.7000000000000001","0.7000000000000001","29"
"1781","Laisser-faire","10","1","0.8","140","0.5","0.5499999999999999","35"
"1783","Laisser-faire","10","1","0.8","112","0.5499999999999999","0.5499999999999999","28"
"1778","Laisser-faire","10","1","0.8","175","0.65","0.75","44"
"1788","Laisser-faire","10","1","0.8","72","0.5","0.5","18"
"1776","Laisser-faire","10","1","0.8","196","0.7000000000000001","1.15","49"
"1787","Laisser-faire","10","1","0.8","92","0.5499999999999999","0.5499999999999999","23"
"1786","Laisser-faire","10","1","0.8","124","0.5499999999999999","0.5499999999999999","31"
"1785","Laisser-faire","10","1","0.8","149","0.6","0.75","37"
"1777","Laisser-faire","10","1","0.8","236","0.75","0.8999999999999999","59"
"1789","Laisser-faire","10","1","0.8","140","0.75","0.8","35"
"1794","Laisser-faire","10","1","0.8","104","0.7000000000000001","0.7000000000000001","26"
"1792","Laisser-faire","10","1","0.8","122","0.6","0.6","31"
"1795","Laisser-faire","10","1","0.8","106","0.5499999999999999","0.5499999999999999","27"
"1791","Laisser-faire","10","1","0.8","136","0.6","0.65","34"
"1790","Laisser-faire","10","1","0.8","145","0.5","0.6","36"
"1784","Laisser-faire","10","1","0.8","198","0.7000000000000001","1.35","50"
"1793","Laisser-faire","10","1","0.8","141","0.65","0.8","35"
"1797","Laisser-faire","10","1","0.8","124","0.7000000000000001","0.7000000000000001","31"
"1769","Laisser-faire","10","1","0.8","360","0.5499999999999999","1.3","90"
"1796","Laisser-faire","10","1","0.8","152","0.5499999999999999","0.65","38"
"1799","Laisser-faire","10","1","0.8","142","0.6","0.7000000000000001","36"
"1800","Laisser-faire","10","1","0.8","138","0.65","0.75","35"
"1798","Laisser-faire","10","1","0.8","285","0.6","1.25","71"
"1815","Laisser-faire","10","2","0.1","276","0.95","1.7000000000000002","69"
"1812","Laisser-faire","10","2","0.1","317","1.05","2.25","79"
"1805","Laisser-faire","10","2","0.1","496","41.199999999999996","82.5","124"
"1801","Laisser-faire","10","2","0.1","519","30.65","75","130"
"1802","Laisser-faire","10","2","0.1","516","57.15","81.10000000000001","129"
"1809","Laisser-faire","10","2","0.1","493","47.449999999999996","76.75","123"
"1807","Laisser-faire","10","2","0.1","503","40.1","76.4","126"
"1811","Laisser-faire","10","2","0.1","489","32.300000000000004","75.14999999999999","122"
"1808","Laisser-faire","10","2","0.1","513","35.449999999999996","74.5","128"
"1803","Laisser-faire","10","2","0.1","538","50.449999999999996","78.35","135"
"1810","Laisser-faire","10","2","0.1","528","39.300000000000004","75.4","132"
"1806","Laisser-faire","10","2","0.1","576","41.75","80.10000000000001","144"
"1820","Laisser-faire","10","2","0.1","148","0.75","0.8500000000000001","37"
"1814","Laisser-faire","10","2","0.1","553","54.50000000000001","84.3","138"
"1804","Laisser-faire","10","2","0.1","660","35.35","80.60000000000001","165"
"1813","Laisser-faire","10","2","0.1","617","29.25","71.35000000000001","154"
"1825","Laisser-faire","10","2","0.1","228","1.2","2.5","57"
"1827","Laisser-faire","10","2","0.1","249","0.8","1.2","62"
"1829","Laisser-faire","10","2","0.1","200","1","1.35","50"
"1817","Laisser-faire","10","2","0.1","505","48.949999999999996","79.60000000000001","126"
"1831","Laisser-faire","10","2","0.1","169","1","1.15","42"
"1816","Laisser-faire","10","2","0.1","636","40.699999999999996","82.5","159"
"1818","Laisser-faire","10","2","0.1","536","35.05","75.94999999999999","134"
"1830","Laisser-faire","10","2","0.1","308","0.65","2.0500000000000003","77"
"1834","Laisser-faire","10","2","0.1","244","0.8","1.7500000000000002","61"
"1824","Laisser-faire","10","2","0.1","500","42.55","82.25","125"
"1819","Laisser-faire","10","2","0.1","538","43.3","81.35","135"
"1823","Laisser-faire","10","2","0.1","532","53.65","83.25","133"
"1821","Laisser-faire","10","2","0.1","580","23.75","80.75","145"
"1828","Laisser-faire","10","2","0.1","513","37.7","76.7","128"
"1826","Laisser-faire","10","2","0.1","565","37.85","75.64999999999999","141"
"1837","Laisser-faire","10","2","0.1","307","0.95","1.6500000000000001","77"
"1841","Laisser-faire","10","2","0.1","196","0.7000000000000001","1","49"
"1822","Laisser-faire","10","2","0.1","655","21.3","71.65","164"
"1832","Laisser-faire","10","2","0.1","525","33.650000000000006","75.35","131"
"1847","Laisser-faire","10","2","0.1","192","0.8","0.8999999999999999","48"
"1833","Laisser-faire","10","2","0.1","568","30.95","80.55","142"
"1835","Laisser-faire","10","2","0.1","528","53.300000000000004","83.15","132"
"1848","Laisser-faire","10","2","0.1","254","0.65","1.4500000000000002","64"
"1849","Laisser-faire","10","2","0.1","232","1.15","2.5","58"
"1850","Laisser-faire","10","2","0.1","181","0.8","1.25","45"
"1836","Laisser-faire","10","2","0.1","560","53.6","81.25","140"
"1838","Laisser-faire","10","2","0.1","561","48.9","82","140"
"1840","Laisser-faire","10","2","0.1","526","34.75","80.55","132"
"1839","Laisser-faire","10","2","0.1","536","39.5","78.75","134"
"1852","Laisser-faire","10","2","0.1","277","1.2","3.25","69"
"1844","Laisser-faire","10","2","0.1","541","56.95","82.55","135"
"1845","Laisser-faire","10","2","0.1","529","34.699999999999996","79","132"
"1861","Laisser-faire","10","2","0.1","231","1.05","1.4000000000000001","58"
"1843","Laisser-faire","10","2","0.1","600","28.599999999999998","78.10000000000001","150"
"1842","Laisser-faire","10","2","0.1","642","28.65","76.3","161"
"1863","Laisser-faire","10","2","0.1","133","0.65","0.7000000000000001","33"
"1846","Laisser-faire","10","2","0.1","605","43.75","79.55","151"
"1851","Laisser-faire","10","2","0.1","517","35.25","78.3","129"
"1855","Laisser-faire","10","2","0.1","500","39.550000000000004","75.55","125"
"1856","Laisser-faire","10","2","0.1","508","34.5","78.45","127"
"1857","Laisser-faire","10","2","0.1","536","33.800000000000004","75.14999999999999","134"
"1865","Laisser-faire","10","2","0.1","285","0.75","2.5","71"
"1854","Laisser-faire","10","2","0.1","571","56.75","87.75","143"
"1858","Laisser-faire","10","2","0.1","556","61.650000000000006","86.05000000000001","139"
"1867","Laisser-faire","10","2","0.1","292","1.05","2.1999999999999997","73"
"1853","Laisser-faire","10","2","0.1","675","40.35","78.2","169"
"1873","Laisser-faire","10","2","0.1","199","0.8999999999999999","1.0999999999999999","50"
"1860","Laisser-faire","10","2","0.1","613","44.65","78.4","153"
"1872","Laisser-faire","10","2","0.1","260","0.95","2.1","65"
"1862","Laisser-faire","10","2","0.1","580","52.849999999999994","83.35000000000001","145"
"1859","Laisser-faire","10","2","0.1","680","31.45","77.7","170"
"1866","Laisser-faire","10","2","0.1","553","33.800000000000004","72.35000000000001","138"
"1864","Laisser-faire","10","2","0.1","576","37.35","76.95","144"
"1868","Laisser-faire","10","2","0.1","548","36.9","81.6","137"
"1869","Laisser-faire","10","2","0.1","533","40.65","78.35","133"
"1870","Laisser-faire","10","2","0.1","528","41.15","79.95","132"
"1884","Laisser-faire","10","2","0.1","136","0.8500000000000001","0.8999999999999999","34"
"1871","Laisser-faire","10","2","0.1","568","40.5","77.8","142"
"1875","Laisser-faire","10","2","0.1","516","47.05","80.85","129"
"1886","Laisser-faire","10","2","0.1","209","1","1.6500000000000001","52"
"1885","Laisser-faire","10","2","0.1","252","0.8999999999999999","1.95","63"
"1887","Laisser-faire","10","2","0.1","235","1.0999999999999999","1.9","59"
"1878","Laisser-faire","10","2","0.1","524","37","72.95","131"
"1874","Laisser-faire","10","2","0.1","625","40.849999999999994","83.15","156"
"1879","Laisser-faire","10","2","0.1","510","41.9","79.7","128"
"1877","Laisser-faire","10","2","0.1","620","58.650000000000006","86.45","155"
"1876","Laisser-faire","10","2","0.1","624","47.349999999999994","82.25","156"
"1882","Laisser-faire","10","2","0.1","488","31.55","75.8","122"
"1880","Laisser-faire","10","2","0.1","558","49.1","84","140"
"1893","Laisser-faire","10","2","0.1","230","0.95","1.2","58"
"1881","Laisser-faire","10","2","0.1","604","26.75","77.35","151"
"1883","Laisser-faire","10","2","0.1","556","35.9","75.35","139"
"1902","Laisser-faire","10","2","0.3","196","0.8500000000000001","1.15","49"
"1903","Laisser-faire","10","2","0.3","136","0.8","0.95","34"
"1888","Laisser-faire","10","2","0.1","584","34.949999999999996","79.60000000000001","146"
"1889","Laisser-faire","10","2","0.1","577","30","73.95","144"
"1904","Laisser-faire","10","2","0.3","205","0.8999999999999999","1.4000000000000001","51"
"1890","Laisser-faire","10","2","0.1","545","44.800000000000004","80.55","136"
"1892","Laisser-faire","10","2","0.1","529","37.55","78.10000000000001","132"
"1891","Laisser-faire","10","2","0.1","537","27.900000000000002","73.4","134"
"1894","Laisser-faire","10","2","0.1","515","28.499999999999996","78.25","129"
"1906","Laisser-faire","10","2","0.3","212","0.7000000000000001","0.8500000000000001","53"
"1905","Laisser-faire","10","2","0.3","256","0.95","1.6500000000000001","64"
"1910","Laisser-faire","10","2","0.3","152","0.6","0.7000000000000001","38"
"1895","Laisser-faire","10","2","0.1","544","40.400000000000006","76.6","136"
"1907","Laisser-faire","10","2","0.3","280","1","2.7","70"
"1897","Laisser-faire","10","2","0.1","545","42.4","79.7","136"
"1898","Laisser-faire","10","2","0.1","525","44.4","75.75","131"
"1896","Laisser-faire","10","2","0.1","567","49.15","82.85","142"
"1899","Laisser-faire","10","2","0.1","546","38.5","78.5","137"
"1915","Laisser-faire","10","2","0.3","199","0.8500000000000001","1.7500000000000002","50"
"1901","Laisser-faire","10","2","0.3","560","35.15","75.7","140"
"1900","Laisser-faire","10","2","0.1","616","67.25","87.85","154"
"1919","Laisser-faire","10","2","0.3","193","0.8","1.0999999999999999","48"
"1913","Laisser-faire","10","2","0.3","336","1","2.45","84"
"1908","Laisser-faire","10","2","0.3","572","44.5","82.15","143"
"1926","Laisser-faire","10","2","0.3","242","1.4000000000000001","2.4","61"
"1911","Laisser-faire","10","2","0.3","535","33.5","75.7","134"
"1909","Laisser-faire","10","2","0.3","587","27.800000000000004","76.6","147"
"1912","Laisser-faire","10","2","0.3","576","40.9","79.45","144"
"1914","Laisser-faire","10","2","0.3","557","42.95","80.2","139"
"1930","Laisser-faire","10","2","0.3","113","1","1","28"
"1920","Laisser-faire","10","2","0.3","505","37.55","78.2","126"
"1921","Laisser-faire","10","2","0.3","496","38.85","77.75","124"
"1916","Laisser-faire","10","2","0.3","566","42.6","82.55","142"
"1917","Laisser-faire","10","2","0.3","577","59.35","84.15","144"
"1918","Laisser-faire","10","2","0.3","576","36.55","76.3","144"
"1922","Laisser-faire","10","2","0.3","556","43.15","80.75","139"
"1934","Laisser-faire","10","2","0.3","172","0.7000000000000001","0.8","43"
"1932","Laisser-faire","10","2","0.3","244","0.8","1.7000000000000002","61"
"1925","Laisser-faire","10","2","0.3","531","27.900000000000002","76.5","133"
"1935","Laisser-faire","10","2","0.3","192","0.6","0.75","48"
"1924","Laisser-faire","10","2","0.3","579","46.35","82.85","145"
"1923","Laisser-faire","10","2","0.3","620","38.9","79.60000000000001","155"
"1927","Laisser-faire","10","2","0.3","552","32.5","77.4","138"
"1938","Laisser-faire","10","2","0.3","204","0.8999999999999999","1.5","51"
"1940","Laisser-faire","10","2","0.3","168","0.8500000000000001","1.05","42"
"1943","Laisser-faire","10","2","0.3","144","0.8500000000000001","1","36"
"1945","Laisser-faire","10","2","0.3","164","0.8999999999999999","1.2","41"
"1928","Laisser-faire","10","2","0.3","527","37.1","73.35000000000001","132"
"1929","Laisser-faire","10","2","0.3","520","38.7","77.2","130"
"1931","Laisser-faire","10","2","0.3","557","35.099999999999994","76.3","139"
"1949","Laisser-faire","10","2","0.3","253","1","1.35","63"
"1933","Laisser-faire","10","2","0.3","545","30.55","75.05","136"
"1953","Laisser-faire","10","2","0.3","156","0.8999999999999999","1.25","39"
"1942","Laisser-faire","10","2","0.3","420","0.8500000000000001","2","105"
"1956","Laisser-faire","10","2","0.3","115","0.75","0.75","29"
"1936","Laisser-faire","10","2","0.3","565","49.15","81.25","141"
"1951","Laisser-faire","10","2","0.3","328","0.8999999999999999","2.9000000000000004","82"
"1941","Laisser-faire","10","2","0.3","496","42.25","75.55","124"
"1937","Laisser-faire","10","2","0.3","577","54.449999999999996","84.25","144"
"1939","Laisser-faire","10","2","0.3","553","31.1","75.7","138"
"1954","Laisser-faire","10","2","0.3","238","1","1.6","60"
"1962","Laisser-faire","10","2","0.3","72","0.5","0.5","18"
"1957","Laisser-faire","10","2","0.3","229","0.95","1.35","57"
"1944","Laisser-faire","10","2","0.3","540","30.45","74.4","135"
"1960","Laisser-faire","10","2","0.3","221","0.65","1","55"
"1948","Laisser-faire","10","2","0.3","550","55.65","81.89999999999999","138"
"1947","Laisser-faire","10","2","0.3","557","50","81.35","139"
"1966","Laisser-faire","10","2","0.3","179","0.8","1.0999999999999999","45"
"1946","Laisser-faire","10","2","0.3","572","32.95","76.05","143"
"1963","Laisser-faire","10","2","0.3","236","0.7000000000000001","0.95","59"
"1961","Laisser-faire","10","2","0.3","261","0.7000000000000001","1.35","65"
"1950","Laisser-faire","10","2","0.3","560","52.400000000000006","83.35000000000001","140"
"1968","Laisser-faire","10","2","0.3","157","0.5499999999999999","0.7000000000000001","39"
"1969","Laisser-faire","10","2","0.3","108","0.75","0.75","27"
"1952","Laisser-faire","10","2","0.3","515","39.1","75.7","129"
"1971","Laisser-faire","10","2","0.3","148","0.7000000000000001","0.8999999999999999","37"
"1955","Laisser-faire","10","2","0.3","553","48.4","79.95","138"
"1975","Laisser-faire","10","2","0.3","237","0.75","1.5","59"
"1979","Laisser-faire","10","2","0.3","180","1.0999999999999999","1.2","45"
"1964","Laisser-faire","10","2","0.3","524","48","80.35","131"
"1958","Laisser-faire","10","2","0.3","630","35.35","76","158"
"1959","Laisser-faire","10","2","0.3","605","31.75","77.45","151"
"1965","Laisser-faire","10","2","0.3","583","51.449999999999996","82.25","146"
"1967","Laisser-faire","10","2","0.3","538","40.1","78.14999999999999","135"
"1972","Laisser-faire","10","2","0.3","531","43.45","78.55","133"
"1970","Laisser-faire","10","2","0.3","562","46.400000000000006","81.95","141"
"1973","Laisser-faire","10","2","0.3","548","43.65","74.95","137"
"1976","Laisser-faire","10","2","0.3","552","34.55","79.80000000000001","138"
"1974","Laisser-faire","10","2","0.3","578","46.6","86.1","145"
"1978","Laisser-faire","10","2","0.3","547","48.35","79.80000000000001","137"
"1977","Laisser-faire","10","2","0.3","578","33.45","78.45","145"
"1990","Laisser-faire","10","2","0.3","121","0.75","0.75","30"
"1980","Laisser-faire","10","2","0.3","540","38.550000000000004","75.3","135"
"1987","Laisser-faire","10","2","0.3","242","1.05","2.55","61"
"1982","Laisser-faire","10","2","0.3","552","58.45","83.6","138"
"1983","Laisser-faire","10","2","0.3","551","36.6","72.95","138"
"1994","Laisser-faire","10","2","0.3","196","0.8500000000000001","1.55","49"
"1998","Laisser-faire","10","2","0.3","173","0.8","1.0999999999999999","43"
"1992","Laisser-faire","10","2","0.3","276","0.8999999999999999","2.0500000000000003","69"
"1981","Laisser-faire","10","2","0.3","616","39.550000000000004","82.15","154"
"1984","Laisser-faire","10","2","0.3","543","34.9","74.05000000000001","136"
"2001","Laisser-faire","10","2","0.8","135","0.5499999999999999","0.65","34"
"1985","Laisser-faire","10","2","0.3","532","49.4","82.1","133"
"1986","Laisser-faire","10","2","0.3","548","42.55","76.8","137"
"1988","Laisser-faire","10","2","0.3","504","42.05","77.45","126"
"2002","Laisser-faire","10","2","0.8","186","0.65","1","47"
"2003","Laisser-faire","10","2","0.8","174","0.8500000000000001","0.8999999999999999","44"
